execution_id,system,raw_log_path,source_pdf_sha256,original_outcome,status,outcome_5,recoding_changed,source_branch,selection_evidence,terminal_evidence,reasoning,common_state,actor_states,state_pages,limitations
Perplexity_RAG-16,Perplexity Pro,runs/raw_logs/Perplexity_RAG/16. You are a tool for modeling strategic decisions. A.pdf,bafd99d6049da828c410d69298865ad2c2e5cdee59cc7fe0fcee8c406e495621,Full-scale war,confirmed,Protracted stalemate,True,Most Plausible Quarantine vs Deploy / The Brink of Armageddon,"[{""page"": 4, ""excerpt"": ""Quarantine vs. Deploy""}, {""page"": 15, ""excerpt"": ""U.S.: Limited Counterforce Strike, USSR""}, {""page"": 15, ""excerpt"": ""Authorize Tactical Nuke""}]","[{""page"": 20, ""excerpt"": ""Nuclear Stalemate: Tensions peaked, but neither side could risk full exchange without mutual annihilation.""}, {""page"": 20, ""excerpt"": ""Tensions entrenched; diplomatic trust shattered.""}]","The initial primary quarantine/deployment path continues as limited counterforce/tactical authorization and the same-actions narrative. Despite the escalation title and nuclear authorization, the ending explicitly avoids nuclear exchange and retains an entrenched nuclear standoff.",,,[],"[""The p.14 shared vector is updated for the event before final actions; no complete post-choice terminal vector is retained."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-17,Perplexity Pro,runs/raw_logs/Perplexity_RAG/17. Strategic Decision Modeling_ Cuban Missile Crisis (1).pdf,7fe13a44539c6e256f7983e49ac38b8a3e62df817de6878b69711ab3c0dd03c2,Full-scale war,confirmed,Protracted stalemate,True,Scenario 1 Most Plausible / The Tense Tango,"[{""page"": 3, ""excerpt"": ""4. Most Plausible Path""}, {""page"": 3, ""excerpt"": ""Combination: U.S. Quarantine + Soviet Covert Deployment""}, {""page"": 15, ""excerpt"": ""Most Plausible Path""}, {""page"": 16, ""excerpt"": ""U.S.: Immediate Airstrike""}]","[{""page"": 21, ""excerpt"": ""Tensions plateaued at unsustainable heights, with missile removals pending verification.""}, {""page"": 21, ""excerpt"": ""Fragile détente; missiles remain under supervision.""}]","The explicitly primary quarantine/covert-deployment lineage continues through retaliatory airstrikes and tactical alerts into Tense Tango. The terminal account leaves removals pending, inspections unsecured and military conflict risk ongoing, rather than establishing an implemented or completed settlement.",,,[],"[""The p.15 vector is an event update before the selected action pair, not a post-choice terminal vector."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-18,Perplexity Pro,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,Protracted stalemate,confirmed,Diplomatic resolution,True,Combination 1 Most Plausible / Combination 1.1 / The Razor's Edge,"[{""page"": 3, ""excerpt"": ""Most Plausible Path""}, {""page"": 17, ""excerpt"": ""Most Plausible Path: U.S. Suspend Quarantine + USSR Turkey Swap Offer""}, {""page"": 17, ""excerpt"": ""Selected Action: Formalize Turkey Missile Swap""}]","[{""page"": 21, ""excerpt"": ""Diplomatic: Temporary détente via secret swap, but alliance tensions persist.""}, {""page"": 21, ""excerpt"": ""secured face-saving exit from Cuba""}]",The primary quarantine/denial lineage is continued in the selected suspension/formalized-swap log and the narrative's same final actions. The outcome reports détente through a secret swap and a face-saving exit. Residual alliance tension is not a competing claim of an unresolved settlement; earlier strikes do not define the terminal outcome.,"[0.95, 0.64, 0.34, 0.3]",,[17],"[""Explicit shared reconfirmed vector for selected Combination 1.1; transcription only, not arithmetic or rule verification."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-19,Perplexity Pro,runs/raw_logs/Perplexity_RAG/19. Strategic Analysis of Cuban Missile Crisis Event.pdf,48113015b8f8167b340f24e6225e7f895102252c5767eaf7696d979f21b111f8,Full-scale war,confirmed,Protracted stalemate,True,Scenario 1 Most Plausible / The Precarious Balance,"[{""page"": 3, ""excerpt"": ""Combination 1""}, {""page"": 3, ""excerpt"": ""Most Plausible Path""}, {""page"": 13, ""excerpt"": ""Nuclear Countdown""}, {""page"": 13, ""excerpt"": ""Tactical Nuclear Deployment""}]","[{""page"": 20, ""excerpt"": ""Averted catastrophe through last-minute stand-downs, but tensions remain locked at peak levels.""}, {""page"": 20, ""excerpt"": ""Military readiness persists; diplomatic channels hollowed.""}]",The explicit primary naval-quarantine/continued-deployment branch develops into nuclear countdown/tactical deployment and the same-actions narrative. The terminal stand-down avoids catastrophe while leaving the confrontation unresolved; nuclear options and launch predictions are not evidence of an actual broad war.,,,[],"[""The p.12 numerical records are actor-specific event updates, not a shared post-choice terminal vector; no actor averaging or carry-forward is performed."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-20,Perplexity Pro,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,Diplomatic resolution,confirmed,Protracted stalemate,True,Path 1 Quarantine + Denial / The Brinksmanship Crescendo,"[{""page"": 2, ""excerpt"": ""Most Plausible: Quarantine vs. Denial""}, {""page"": 15, ""excerpt"": ""Most Plausible Combination: Surgical Strikes + Tactical Nuclear Strike""}]","[{""page"": 20, ""excerpt"": ""Tension reached systemic crisis levels without full conflict.""}, {""page"": 20, ""excerpt"": ""Diplomatic options collapsed as military protocols dominated.""}]",The primary quarantine/denial path continues into surgical-strike/nuclear-retaliation authorization in the matching narrative. The final account explicitly stops short of full conflict and leaves maximum military tension with collapsed diplomacy; it does not report negotiated resolution. Authorization and readiness are not coded as broad nuclear war.,"[1, 0.38, 0.78, 0.5]",,[15],"[""Explicit reconfirmed Path 1 vector; arithmetic and compliance not verified. The log names a tactical strike while the narrative describes authorization, so broad-war realization is not inferred."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-21,Perplexity Pro,runs/raw_logs/Perplexity_RAG/21. Strategic Decision Model for Cuba Missile Crisis D.pdf,b4020fece93a951229c550c8ebadd25d6e2b12de5f793de110be6c9031874342,Full-scale war,confirmed,Protracted stalemate,True,Scenario 1 Most Plausible Brinkmanship / Brinkmanship's Edge,"[{""page"": 17, ""excerpt"": ""Most Plausible Path""}, {""page"": 18, ""excerpt"": ""Accelerate Backchannel Talks""}, {""page"": 18, ""excerpt"": ""Order Submarine Withdrawal""}, {""page"": 22, ""excerpt"": ""Most Plausible Path: U.S. Naval Quarantine + Soviet Covert Buildup""}]","[{""page"": 23, ""excerpt"": ""Stalemate with entrenched adversarial positions.""}, {""page"": 23, ""excerpt"": ""Military stalemate with entrenched distrust""}]",The narrative explicitly labels the selected initial main path and repeats the final backchannel/submarine-withdrawal actions. Its terminal state is unresolved adversarial stalemate after immediate nuclear war is avoided.,"[1, 0.62, 0.46, 0.25]",,[18],"[""The printed terminal reconfirmation says tension 0.95 then clamped at 1.00; 1.00 is transcribed as the declared value, not certified as a valid clamping operation."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-22,Perplexity Pro,runs/raw_logs/Perplexity_RAG/22. You are a tool for modeling strategic decisions. A.pdf,dfa679a2e8e0ac42e05662062f390bb1f837cecfbf4d888893f54af270ceeab0,Full-scale war,confirmed,Protracted stalemate,True,Most Plausible Quarantine/Covert Deployment / The Tightrope Walk,"[{""page"": 3, ""excerpt"": ""Most Plausible Combination""}, {""page"": 14, ""excerpt"": ""Tactical Pause""}, {""page"": 14, ""excerpt"": ""De-escalation Pivot""}]","[{""page"": 16, ""excerpt"": ""Peak tension (clamped at critical thresholds) with diplomatic isolation entrenched.""}, {""page"": 16, ""excerpt"": ""couldnʼt force Soviet withdrawal.""}]","Initial main quarantine/covert deployment and its explicitly primary tactical-pause/de-escalation continuation are reproduced in The Tightrope Walk. The final outcome leaves withdrawal unachieved and war plans unexecuted, supporting unresolved stalemate rather than actual full-scale war.",,,[],"[""Numerical reconfirmations on preceding pages are event updates before final action selection, not an explicit common post-choice terminal vector."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-23,Perplexity Pro,runs/raw_logs/Perplexity_RAG/23. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,00736a030be770100052f60ac989aa5cbeb6f84d3094dc24a9ba850dbc5658c9,Full-scale war,confirmed,Diplomatic resolution,True,Path A Most Probable / The Slow Boil: Tension and Stalemate,"[{""page"": 2, ""excerpt"": ""Path A: U.S. Naval Quarantine + Soviet Maintain Denial""}, {""page"": 2, ""excerpt"": ""Most Probable Combination""}, {""page"": 15, ""excerpt"": ""Most Plausible Combination for Path A""}, {""page"": 15, ""excerpt"": ""U.S.: Final Diplomatic Ultimatum""}]","[{""page"": 17, ""excerpt"": ""Missiles dismantled under UN oversight; U.S. removes Jupiter missiles from Turkey in secret.""}, {""page"": 18, ""excerpt"": ""Gradual escalation ending in covert compromise""}]","The narrative explicitly identifies Path A and reproduces its main ultimatum/withdrawal-offer continuation. Although the title uses 'Stalemate', the terminal account consistently describes completed dismantling and a covert compromise; the remaining tensions are ideological rather than an explicit unresolved missile confrontation.",,,[],"[""The p.13 four-vector is an event update before final choices. The p.15 post-choice projection supplies only tension 0.95; omitted state values are not carried forward."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-24,Perplexity Pro,runs/raw_logs/Perplexity_RAG/24. Strategic Alternatives Analysis for Missile Crisis.pdf,2a6ec5f9e15f31b3fa67d32b5c790079f140b611bf13012923316d6a10215a37,Full-scale war,confirmed,Diplomatic resolution,True,Most Plausible Naval Blockade/Covert Deployment / The Brinksmen's Waltz (A Dance of Nerves),"[{""page"": 3, ""excerpt"": ""Most Plausible Combination""}, {""page"": 3, ""excerpt"": ""U.S. Naval Blockade + USSR Maintain Covert""}, {""page"": 17, ""excerpt"": ""Most Plausible: U.S. Ultimatum + USSR Hotline Offer""}]","[{""page"": 21, ""excerpt"": ""Secretly agrees to Turkey missile swap via backchannel.""}, {""page"": 21, ""excerpt"": ""Cuba secured via U.S.""}, {""page"": 21, ""excerpt"": ""Soviet compromise""}]","The initial primary blockade/covert-deployment path is continuous with the final ultimatum/hotline pair and matching narrative, which reports an agreed swap, materialized inspection agreements and a bilateral compromise. No terminal unresolved standoff or broad war is reported.",,,[],"[""Final selected p.17 result provides partial actor-specific values only; no shared vector is derived or averaged."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-25,Perplexity Pro,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,1d1b2305e57df21974bb84bf05f7b4f6eb88a63a9b3e20c16c85b3d73c386d7c,Full-scale war,withheld,,False,"Measured Response Path / Countdown to Brinkmanship (Brinkmanship's Edge), terminal linkage inconsistent","[{""page"": 3, ""excerpt"": ""Scenario Name: Measured Response Path""}, {""page"": 17, ""excerpt"": ""Most Plausible: U.S. Reinforced Blockade + Soviet Withdrawal""}]","[{""page"": 20, ""excerpt"": ""submarine provocation""}, {""page"": 22, ""excerpt"": ""Outcome: Near-nuclear war; military-driven stalemate.""}]","The first narrative shares the primary initial quarantine/accelerated-deployment path and blockade reinforcement, but does not preserve the last selected Soviet withdrawal: it instead ends with submarine provocation and nuclear readiness. Its explicit stalemate summary cannot be unambiguously assigned to the final selected branch; report order alone is not used.",,,[],"[""The p.15 vector is a pre-choice event update. Neither a complete selected post-choice vector nor a uniquely linked terminal narrative is established."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-26,Perplexity Pro,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,Full-scale war,confirmed,Diplomatic resolution,True,Combination 1 Primary Pathway Most Plausible / The Tenuous Accord,"[{""page"": 13, ""excerpt"": ""Primary Pathway""}, {""page"": 13, ""excerpt"": ""Most Plausible""}, {""page"": 14, ""excerpt"": ""Diplomatic ultimatum""}, {""page"": 14, ""excerpt"": ""Accept UN mediation""}]","[{""page"": 18, ""excerpt"": ""missiles are dismantled in exchange for U.S. non-invasion pledges.""}, {""page"": 19, ""excerpt"": ""Missiles removed; Cold War dynamics persistent but stabilized""}]",The explicit primary quarantine/covert-denial pathway continues as an ultimatum with accepted mediation; the same-action narrative reports finalized backchannel agreement and completed dismantling. Residual Cold War tensions do not contradict the completed crisis settlement.,,,[],"[""The p.13 and p.16 shared values repeat event updates before final action outcomes; no common post-choice terminal vector is retained."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-27,Perplexity Pro,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,Full-scale war,withheld,,False,Initial Most Plausible quarantine/covert deployment; Scenario 1 Red Alert Horizon mixes hardline continuation,"[{""page"": 2, ""excerpt"": ""Most Plausible Combination""}, {""page"": 2, ""excerpt"": ""Naval Quarantine + OAS Ratification""}, {""page"": 17, ""excerpt"": ""Limited Strike on SAM Sites""}, {""page"": 17, ""excerpt"": ""Tactical Nuclear Deployment Authorization""}]","[{""page"": 22, ""excerpt"": ""Hardline Escalation Path""}, {""page"": 23, ""excerpt"": ""Full-scale invasion""}, {""page"": 23, ""excerpt"": ""Retaliatory ICBM launch""}]",The primary initial quarantine/covert-deployment path has a selected final limited-strike/tactical-authorization pair. The first narrative starts with that initial path but is titled Hardline Escalation and adopts the separate hardline branch's invasion/ICBM continuation. This mixed genealogy does not uniquely identify the Top-1 terminal narrative; its nuclear-war ending is not forced onto the primary branch.,"[1, 0.28, 0.23, 0]",,[17],"[""Explicit post-action shared vector for the primary combination; terminal narrative linkage is still withheld and rule compliance is not certified."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-28,Perplexity Pro,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,Full-scale war,confirmed,Protracted stalemate,True,Scenario 1 Most Plausible Naval Quarantine + USSR Denial / The Brinkmanship Tango,"[{""page"": 14, ""excerpt"": ""Most Plausible Path""}, {""page"": 14, ""excerpt"": ""Naval Quarantine + USSR Denial""}, {""page"": 14, ""excerpt"": ""US Action: Maintain DEFCON 2""}, {""page"": 14, ""excerpt"": ""USSR Action: Public De-escalation + Covert War Prep""}]","[{""page"": 18, ""excerpt"": ""Full-scale war was avoided, but the crisis solidified a \""permanent brinkmanship\"" state.""}, {""page"": 18, ""excerpt"": ""Military postures remained maximally alert, eroding diplomatic trust.""}]","The explicitly primary quarantine/denial log's final high-alert/backchannel and public-de-escalation/covert-preparation actions are reproduced in the narrative. Its terminal account is permanent unresolved brinkmanship, not broad war or a completed settlement.","[1, 0.51, 0.81, 0.55]",,"[14, 15]","[""Explicit common reconfirmed terminal vector spans pp.14–15; transcription only, not rule or arithmetic verification."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-29,Perplexity Pro,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,Full-scale war,confirmed,Protracted stalemate,True,Scenario 1 Blockade + Covert Deployment / The Cascade of Escalation (Threshold of No Return),"[{""page"": 2, ""excerpt"": ""1. Most Plausible: Blockade + Covert Deployment""}, {""page"": 13, ""excerpt"": ""Most Plausible: Invasion + Nuclear Deployment""}]","[{""page"": 18, ""excerpt"": ""Full-scale conflict avoided, but mutual deterrence entrenched.""}, {""page"": 18, ""excerpt"": ""Final Outcome Status quo tension, eroded alliances""}]",The primary blockade/covert-deployment path continues into invasion planning/tactical nuclear authorization in the matching narrative. Its terminal assessment explicitly avoids full-scale conflict and entrenches deterrence with failed diplomacy. Launch predictions or authorization are not substituted for the narrative's actual ending.,,,[],"[""The p.12 vector is the event update before final actions; no explicit common post-choice terminal vector is available."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-30,Perplexity Pro,runs/raw_logs/Perplexity_RAG/30. Strategic Decision Analysis_ Soviet Missile Discov.pdf,6633d5f367fc9b84501437bba8e62278ae94c9da8eb7321adea9b8e64f865503,Full-scale war,confirmed,Full-scale war,False,Scenario Combination 1 Most Plausible / The Breaking Point,"[{""page"": 4, ""excerpt"": ""1. Most Plausible Path: Blockade""}, {""page"": 19, ""excerpt"": ""U.S.: Tactical Nuclear Strike""}, {""page"": 19, ""excerpt"": ""Submarine Nuclear Retaliation""}]","[{""page"": 25, ""excerpt"": ""Mutual assured destruction became operational reality.""}, {""page"": 25, ""excerpt"": ""Full-scale nuclear exchange initiated via Cuban perimeter defense protocols.""}]","The explicit initial main blockade/accelerated-deployment lineage continues through selected tactical strike/submarine retaliation into the same-action narrative. Unlike mere launch risk or readiness, its terminal assessment states that a full-scale nuclear exchange has actually begun.","[1, 0.07, 0.15, 0]",,[20],"[""Complete common final vector printed in the selected plausible-path result log; source transcription only, not arithmetic or rule verification."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
