check_family,check_id,calculated,stored,match,scope
inheritance,CLA-06-INH-E014-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E015-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E015-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E015-U1-Public_Opinion,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E015-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E016-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E016-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E016-U1-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E016-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E017-U1-Tension,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E017-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E017-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E017-U1-Leadership_Unity,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E018-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E018-U1-Diplomatic_Support,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E018-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-06-INH-E018-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E001-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E001-U1-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E001-U1-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E001-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E001-U2-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E001-U2-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E001-U2-Public_Opinion,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E001-U2-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E002-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E002-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E002-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E002-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E002-U2-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E002-U2-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E002-U2-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E002-U2-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E003-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E003-U1-Diplomatic_Support,0.68,0.68,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E003-U1-Public_Opinion,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E003-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E003-U2-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E003-U2-Diplomatic_Support,0.68,0.68,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E003-U2-Public_Opinion,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E003-U2-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E004-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E004-U1-Diplomatic_Support,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E004-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E004-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E004-U2-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E004-U2-Diplomatic_Support,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E004-U2-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E005-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E005-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E005-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E005-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E005-U2-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E005-U2-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E005-U2-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E006-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E006-U1-Diplomatic_Support,0.88,0.88,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E006-U1-Public_Opinion,0.68,0.68,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E006-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E006-U2-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E006-U2-Diplomatic_Support,0.88,0.88,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E006-U2-Public_Opinion,0.68,0.68,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E006-U2-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E007-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E007-U1-Diplomatic_Support,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E007-U1-Public_Opinion,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E007-U1-Leadership_Unity,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E007-U2-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E007-U2-Diplomatic_Support,0.95,0.95,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E007-U2-Public_Opinion,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E008-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E008-U1-Diplomatic_Support,0.51,0.51,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E008-U1-Public_Opinion,0.41,0.41,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E008-U1-Leadership_Unity,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E008-U2-Diplomatic_Support,0.51,0.51,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E008-U2-Public_Opinion,0.41,0.41,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E008-U2-Leadership_Unity,0.70,0.70,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E009-U1-Tension,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E009-U1-Diplomatic_Support,1.0,1.0,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E009-U1-Public_Opinion,0.78,0.78,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E009-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E009-U2-Tension,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E009-U2-Public_Opinion,0.78,0.78,True,fixed parent identification and value transcription
inheritance,CLA-07-INH-E009-U2-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E001-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E001-U1-Diplomatic_Support,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E002-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E003-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E005-U1-Tension,0.3,0.3,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E005-U1-Diplomatic_Support,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E006-U1-Leadership_Unity,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E007-U1-Leadership_Unity,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E009-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E009-U1-Diplomatic_Support,0.4,0.4,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E010-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E011-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E012-U1-Public_Opinion,0.4,0.4,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E013-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E013-U1-Diplomatic_Support,0.55,0.55,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E013-U2-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E014-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E015-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E016-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E017-U1-Tension,0.25,0.25,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E017-U1-Diplomatic_Support,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E017-U2-Tension,0.25,0.25,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E017-U2-Diplomatic_Support,0.75,0.75,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E018-U1-Leadership_Unity,0.7,0.7,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E019-U1-Leadership_Unity,0.6,0.6,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E021-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E021-U1-Diplomatic_Support,0.35,0.35,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E021-U2-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E022-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E023-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E025-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E025-U1-Diplomatic_Support,0.50,0.50,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E026-U1-Leadership_Unity,0.8,0.8,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E027-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E029-U1-Tension,0.20,0.20,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E029-U1-Diplomatic_Support,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E029-U2-Tension,0.20,0.20,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E029-U2-Diplomatic_Support,0.85,0.85,True,fixed parent identification and value transcription
inheritance,CLA-08-INH-E030-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
